date,value
2022-02-20 17:00:00+00:00,10.95.161.206
2022-02-20 17:00:00+00:00,10.95.161.206
2022-02-20 17:00:00+00:00,10.95.161.206
2022-02-20 17:00:00+00:00,10.95.161.206
2022-02-20 17:00:00+00:00,10.95.161.206
2022-02-20 17:00:00+00:00,10.95.161.207
2022-02-20 17:00:00+00:00,10.95.161.207
2022-02-20 17:00:00+00:00,10.95.161.207
2022-02-20 17:00:00+00:00,10.95.161.207
2022-02-20 17:00:00+00:00,10.95.161.207
2022-02-20 17:00:00+00:00,10.95.161.207
2022-02-20 17:00:00+00:00,10.95.161.207
2022-02-20 17:00:00+00:00,10.95.161.207
2022-02-20 17:00:00+00:00,10.95.161.207
2022-02-20 17:00:00+00:00,10.95.161.207
2022-02-20 17:00:00+00:00,10.95.161.207
2022-02-20 17:00:00+00:00,10.95.161.207
2022-02-20 17:00:00+00:00,10.95.161.208
2022-02-20 17:00:00+00:00,10.95.161.208
2022-02-20 17:00:00+00:00,10.95.161.208
2022-02-20 17:00:00+00:00,10.95.161.208
2022-02-20 17:00:00+00:00,10.95.161.208
2022-02-20 17:00:00+00:00,10.95.161.208
2022-02-20 17:00:00+00:00,10.95.161.208
2022-02-20 17:00:00+00:00,10.95.161.208
2022-02-20 17:00:00+00:00,10.95.161.208
2022-02-20 17:00:00+00:00,10.95.161.208
2022-02-20 17:00:00+00:00,10.95.161.208
2022-02-20 17:00:00+00:00,10.95.161.208
2022-02-20 17:00:00+00:00,10.95.161.209
2022-02-20 17:00:00+00:00,10.95.161.209
2022-02-20 17:00:00+00:00,10.95.161.209
2022-02-20 17:00:00+00:00,10.95.161.209
2022-02-20 17:00:00+00:00,10.95.161.209
2022-02-20 17:00:00+00:00,10.95.161.209
2022-02-20 17:00:00+00:00,10.95.161.209
2022-02-20 17:00:00+00:00,10.95.161.209
2022-02-20 17:00:00+00:00,10.95.161.209
2022-02-20 17:00:00+00:00,10.95.161.209
2022-02-20 17:00:00+00:00,10.95.161.209
2022-02-20 17:00:00+00:00,10.95.161.209
2022-02-20 17:01:00+00:00,10.95.161.205
2022-02-20 17:01:00+00:00,10.95.161.205
2022-02-20 17:01:00+00:00,10.95.161.205
2022-02-20 17:01:00+00:00,10.95.161.205
2022-02-20 17:01:00+00:00,10.95.161.205
2022-02-20 17:01:00+00:00,10.95.161.205
2022-02-20 17:01:00+00:00,10.95.161.205
2022-02-20 17:01:00+00:00,10.95.161.205
2022-02-20 17:01:00+00:00,10.95.161.205
2022-02-20 17:01:00+00:00,10.95.161.205
2022-02-20 17:01:00+00:00,10.95.161.205
2022-02-20 17:01:00+00:00,10.95.161.205
2022-02-20 17:01:00+00:00,10.95.161.206
2022-02-20 17:01:00+00:00,10.95.161.206
2022-02-20 17:01:00+00:00,10.95.161.206
2022-02-20 17:01:00+00:00,10.95.161.206
2022-02-20 17:01:00+00:00,10.95.161.206
2022-02-20 17:01:00+00:00,10.95.161.206
2022-02-20 17:01:00+00:00,10.95.161.206
2022-02-20 17:01:00+00:00,10.95.161.206
2022-02-20 17:01:00+00:00,10.95.161.206
2022-02-20 17:01:00+00:00,10.95.161.206
2022-02-20 17:01:00+00:00,10.95.161.206
2022-02-20 17:01:00+00:00,10.95.161.206
2022-02-20 17:01:00+00:00,10.95.161.207
2022-02-20 17:01:00+00:00,10.95.161.207
2022-02-20 17:01:00+00:00,10.95.161.207
2022-02-20 17:01:00+00:00,10.95.161.207
2022-02-20 17:01:00+00:00,10.95.161.207
2022-02-20 17:01:00+00:00,10.95.161.207
2022-02-20 17:01:00+00:00,10.95.161.207
2022-02-20 17:01:00+00:00,10.95.161.207
2022-02-20 17:01:00+00:00,10.95.161.207
2022-02-20 17:01:00+00:00,10.95.161.207
2022-02-20 17:01:00+00:00,10.95.161.207
2022-02-20 17:01:00+00:00,10.95.161.207
2022-02-20 17:01:00+00:00,10.95.161.208
2022-02-20 17:01:00+00:00,10.95.161.208
2022-02-20 17:01:00+00:00,10.95.161.208
2022-02-20 17:01:00+00:00,10.95.161.208
2022-02-20 17:01:00+00:00,10.95.161.208
2022-02-20 17:01:00+00:00,10.95.161.208
2022-02-20 17:01:00+00:00,10.95.161.208
2022-02-20 17:01:00+00:00,10.95.161.208
2022-02-20 17:01:00+00:00,10.95.161.208
2022-02-20 17:01:00+00:00,10.95.161.208
2022-02-20 17:01:00+00:00,10.95.161.208
2022-02-20 17:01:00+00:00,10.95.161.208
2022-02-20 17:01:00+00:00,10.95.161.209
2022-02-20 17:01:00+00:00,10.95.161.209
2022-02-20 17:01:00+00:00,10.95.161.209
2022-02-20 17:01:00+00:00,10.95.161.209
2022-02-20 17:01:00+00:00,10.95.161.209
2022-02-20 17:01:00+00:00,10.95.161.209
2022-02-20 17:01:00+00:00,10.95.161.209
2022-02-20 17:01:00+00:00,10.95.161.209
2022-02-20 17:01:00+00:00,10.95.161.209
2022-02-20 17:01:00+00:00,10.95.161.209
2022-02-20 17:01:00+00:00,10.95.161.209
2022-02-20 17:01:00+00:00,10.95.161.209
2022-02-20 17:02:00+00:00,10.95.161.205
2022-02-20 17:02:00+00:00,10.95.161.205
2022-02-20 17:02:00+00:00,10.95.161.205
2022-02-20 17:02:00+00:00,10.95.161.205
2022-02-20 17:02:00+00:00,10.95.161.205
2022-02-20 17:02:00+00:00,10.95.161.205
2022-02-20 17:02:00+00:00,10.95.161.205
2022-02-20 17:02:00+00:00,10.95.161.205
2022-02-20 17:02:00+00:00,10.95.161.205
2022-02-20 17:02:00+00:00,10.95.161.205
2022-02-20 17:02:00+00:00,10.95.161.205
2022-02-20 17:02:00+00:00,10.95.161.205
2022-02-20 17:02:00+00:00,10.95.161.206
2022-02-20 17:02:00+00:00,10.95.161.206
2022-02-20 17:02:00+00:00,10.95.161.206
2022-02-20 17:02:00+00:00,10.95.161.206
2022-02-20 17:02:00+00:00,10.95.161.206
2022-02-20 17:02:00+00:00,10.95.161.206
2022-02-20 17:02:00+00:00,10.95.161.206
